text,createTime,authorMeta.name,authorMeta.heart,authorMeta.video,musicMeta.musicName,musicMeta.musicAuthor,videoMeta.duration,diggCount,shareCount,playCount,commentCount,mentions,hashtags,dates,Engagement Rates,Hypehouse?
hello,1581471478,dixiedamelio,548021507,183,some things abt me,chismusic,15,7132118,53854,46462228,71424,[],"[{""id"":""1622368669803522"",""name"":""マイプロフィール"",""title"":""音源に合わせてあなたや仲間を紹介🌎😜\nグリーンスクリーンを使うととっても簡単🤝\n\n 🤔Q：meme（ミーム）って何？\n 🗣A：meme(ミーム)とはネット上でユーザーがマネとアレンジを重ねて楽しみながら広がっていくコンテンツのこと"",""cover"":[""https://p16-sg-default.akamaized.net/obj/tiktok-obj/43486d7920d3a32776ad5451a2c904f6""]},{""id"":""34192"",""name"":""aboutme"",""title"":""Here is a bunch of fun facts about me! 🎤🎤🎤\n\nHow to shoot: \n1. Click on the shoot icon. \n2. Click on 'sounds' at the top of your screen and select the first sound you see under &quot;Discover&quot;. \n3. Don’t forget to add #aboutme."",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/b7a3d7b56f44ba04652a586770eb950a""]},{""id"":""1660567961609221"",""name"":""แนะนำตัว"",""title"":""มาแนะนำตัวและบอกกับเราว่าคุณคือใคร!"",""cover"":[]},{""id"":""38356"",""name"":""introducemyself"",""title"":""My name, my age, my favourite colour...#introducemyself"",""cover"":[]}]",2020-02-11,15.619991361585155,1
Let's make the right choice ✨. @unicef  #SaferInternetDay #ENDviolence,1581401264,dixiedamelio,548021507,183,to be so lonely by harry styles,emmmamay,15,1845764,5351,11665818,14294,"[""@unicef""]","[{""id"":""6396443"",""name"":""saferinternetday"",""title"":""Show the world the best version of yourself, by spreading a positive spirit all over TikTok, and Internet ! You are the only ones able to make the Internet a better and safer place, so make the difference."",""cover"":[]},{""id"":""9594635"",""name"":""endviolence"",""title"":"""",""cover"":[]}]",2020-02-10,15.99038318615977,1
@charlidamelio,1581373674,dixiedamelio,548021507,183,Savage,Famous Ocean & KungFu,31,10823959,145406,49085626,51821,"[""@charlidamelio""]",[],2020-02-10,22.452980430564338,1
@daisykeech,1581300554,dixiedamelio,548021507,183,OUT WEST,JACKBOYS & Travis Scott feat. Young Thug,9,2230393,10230,14956186,10148,"[""@daisykeech""]",[],2020-02-09,15.049097410262217,1
people were watching and i got scared @heididamelio 🖤🥺,1581024163,dixiedamelio,548021507,183,original sound,dixiedamelio,15,5241691,11563,25614956,18129,"[""@heididamelio""]",[],2020-02-06,20.579317020884204,1
Had the best time dressing up in @ralphlauren  Which look would you wear? #RalphLauren #PoloRalphLauren #MyStyle #LoUp #ad,1580849275,dixiedamelio,548021507,183,Go Low,Jelani Blackman,10,2037028,6318,14435598,11418,"[""@ralphlauren""]","[{""id"":""23103"",""name"":""ralphlauren"",""title"":"""",""cover"":[]},{""id"":""2098755"",""name"":""poloralphlauren"",""title"":"""",""cover"":[]},{""id"":""10204"",""name"":""mystyle"",""title"":""Calling all fashionistas and DIY-ers! Whether you're painting🎨, cutting, ✂️, or adding a little glam🎀, show us how you transform your clothes into one-of-a-kind showstoppers. Use the hashtag for a chance to be featured on Seventeen's page!"",""cover"":[]},{""id"":""4997372"",""name"":""loup"",""title"":"""",""cover"":[]},{""id"":""20898"",""name"":""ad"",""title"":"""",""cover"":[]},{""id"":""1593707304075265"",""name"":""tiktokfashion"",""title"":""We're celebrating all things fashion, so whether you're a DIY-er, hit the second-hand shops or wait in line for limited releases, here's to #TikTokFashion."",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/dfdbd8005d822c220b45a935305b2841""]}]",2020-02-04,14.234006793483719,1
i picked the wrong song and i couldn’t hear it,1580773255,dixiedamelio,548021507,183,Crystal Dolphin,Engelwood,9,8205161,22815,42872294,33760,[],[],2020-02-03,19.270571339149708,1
reposting cuz it got deleted,1580698871,dixiedamelio,548021507,183,OUT WEST,JACKBOYS & Travis Scott feat. Young Thug,9,8974924,212281,68661292,65309,[],[],2020-02-02,13.475589710720854,1
@nalaisa_balla @ella.rodriguezz @austin_interviews @emzilsss @natasharodd @charlidamelio,1580698072,dixiedamelio,548021507,183,original sound,charlidamelio,10,2170522,5153,15946312,7891,"[""@nalaisa_balla"",""@ella"",""@austin_interviews"",""@emzilsss"",""@natasharodd"",""@charlidamelio""]",[],2020-02-02,13.693235150547665,1
ew,1580571227,dixiedamelio,548021507,183,moving too fast,,9,4461421,18804,28027311,29858,[],"[{""id"":""2025426"",""name"":""movingfast"",""title"":""That moment when it's all moving too fast 🏃🏾‍♀️😂🏃🏾‍♂️\nJoin #Movingfast today! \n\nHow to shoot: \n1) Click on the shoot icon. \n2) Click on  'sounds' at the top of your screen and select the first sound. \n3) Make your own video. \n4) Don’t forget to add #movingfast"",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/53d17bfa37b23a7927b76a30a1532654""]}]",2020-02-01,16.091743514031727,1
"Sneak peek of my shoot with @ralphlauren  More to come tomorrow, follow to see! #PoloRalphLauren #RalphLauren #Sponsored",1580417758,dixiedamelio,548021507,183,tasty carrots by shou,baby3ater666,6,1937169,6866,13174102,5338,"[""@ralphlauren""]","[{""id"":""2098755"",""name"":""poloralphlauren"",""title"":"""",""cover"":[]},{""id"":""23103"",""name"":""ralphlauren"",""title"":"""",""cover"":[]},{""id"":""313853"",""name"":""sponsored"",""title"":"""",""cover"":[]}]",2020-01-30,14.797008555118216,1
@jacksonmahomes #touchdowncelebration #tiktoktailgate,1580417099,dixiedamelio,548021507,183,Young Thug - Relationship (feat. Future),oouumanii_,10,1651685,8049,13076116,7405,"[""@jacksonmahomes""]","[{""id"":""6123131"",""name"":""touchdowncelebration"",""title"":""Whether you're leaping into the crowd, or pulling off the perfect choreography, get into the Super Bowl spirit and show us your #TouchdownCelebration."",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/ecbbdcc1e32adf4a8e20f31c3b67234b""]},{""id"":""1656994196176901"",""name"":""tiktoktailgate"",""title"":"""",""cover"":[]}]",2020-01-30,12.749496868947935,1
#touchdowncelebration #tiktoktailgate @charlidamelio dc: @itsundos (i tried 🥺),1580416408,dixiedamelio,548021507,183,cynthia parker,cynthiaparkerrrr,10,1328933,8663,10424827,7951,"[""@charlidamelio"",""@itsundos""]","[{""id"":""6123131"",""name"":""touchdowncelebration"",""title"":""Whether you're leaping into the crowd, or pulling off the perfect choreography, get into the Super Bowl spirit and show us your #TouchdownCelebration."",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/ecbbdcc1e32adf4a8e20f31c3b67234b""]},{""id"":""1656994196176901"",""name"":""tiktoktailgate"",""title"":"""",""cover"":[]}]",2020-01-30,12.907139849898709,1
#SonicSpeedMeUp #SonicMovie In Theatres February #sponsored,1580402440,dixiedamelio,548021507,183,"Speed Me Up (From ""Sonic the Hedgehog"")","Wiz Khalifa, Ty Dolla $ign, Lil Yachty & Sueco the Child",14,1976062,23449,14907422,8581,[],"[{""id"":""1657090858562566"",""name"":""SonicSpeedMeUp"",""title"":""Are you as fast as Sonic The Hedgehog? Show us your supersonic moves with the #SonicSpeedMeUp Challenge! Post a TikTok doing whatever you do at Sonic Speed (aka super fast!) using &quot;Speed Me Up&quot; by Wiz Khalifa, Ty Dolla $ign, Lil Yachty, and Sueco the Child. Don’t forget to hashtag #SonicSpeedMeUp and #SonicMovie!\n\nCatch #SonicMovie when it speeds into theatres February 14."",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/202001299cc6c57acb5af9eb4db1b306""]},{""id"":""61599507"",""name"":""sonicmovie"",""title"":"""",""cover"":[]},{""id"":""313853"",""name"":""sponsored"",""title"":"""",""cover"":[]}]",2020-01-30,13.470417621504241,1
i know this made u feel some type of way... vc @mattiapolibio,1580270731,dixiedamelio,548021507,183,est.mattiav2,est.mattiav2,12,3681697,52498,24804021,20424,"[""@mattiapolibio""]",[],2020-01-28,15.13713845025369,1
@rylandstormss,1580269260,dixiedamelio,548021507,183,My audio is being used by famous people,aesthetic_vhs,11,3573488,21517,21558860,9186,"[""@rylandstormss""]",[],2020-01-28,16.71791087283836,1
i’m chillin,1580159120,dixiedamelio,548021507,183,Leave Me Alone,Flipp Dinero,15,2722391,29741,15546828,15974,[],[],2020-01-27,17.80495674101495,1
im obsessed with timer cam pics,1580103389,dixiedamelio,548021507,183,to be so lonely by harry styles,emmmamay,14,2543760,12212,14729474,9097,[],[],2020-01-26,17.41453225009936,1
@charlidamelio is back🖤🥺,1579911418,dixiedamelio,548021507,183,OUT WEST,JACKBOYS & Travis Scott feat. Young Thug,9,3913851,30303,27151758,13957,"[""@charlidamelio""]",[],2020-01-24,14.577733787992658,1
im really strong @redbull,1579816671,dixiedamelio,548021507,183,Say So,Doja Cat,11,2195870,4291,14150826,8092,"[""@redbull""]",[],2020-01-23,15.60511732672001,1
"i tried so many times to make it funny, then i remembered im a woman",1579810243,dixiedamelio,548021507,183,Hard Times by Paramore,janapaige,12,1739805,5672,11556002,7244,[],[],2020-01-23,15.167191905989633,1
WE IN THE CITYYYY @addisonre,1579545534,dixiedamelio,548021507,183,Blueberry Faygo,Lil Mosey,15,4352604,32245,23813215,19928,"[""@addisonre""]",[],2020-01-20,18.497195779738266,1
happy days :),1579541829,dixiedamelio,548021507,183,Dissolve - acoustic,Absofacto,14,1549172,9168,10303585,7986,[],[],2020-01-20,15.20175744655865,1
