tiktok_id,username,followers,following,likes,videos,average_engagement_rate,is_generated,date,
"","lilhuddy","4949195","9522","297343699","5202","2.56","0","2019-12-02+20:06:01",
"","lilhuddy","4902184","9515","295486286","5193","3.09","0","2019-12-01+01:22:17",
"","lilhuddy","4880292","9515","294035703","5184","4.63","0","2019-11-29+17:23:01",
"","lilhuddy","4864818","9511","293212248","5180","4","0","2019-11-28+17:46:01",
"","lilhuddy","4849345","9507","292388794","5177","4.41","0","2019-11-27+17:46:01",
"","lilhuddy","4831594","9499","291200809","5172","4","0","2019-11-26+17:05:38",
"","lilhuddy","4813843","9492","290012824","5168","3","0","2019-11-25+17:05:38",
"","lilhuddy","4796093","9484","288824839","5164","3","0","2019-11-24+17:05:38",
"","lilhuddy","4778342","9477","287636855","5160","3","0","2019-11-23+17:05:38",
"","lilhuddy","4760592","9469","286448870","5156","3","0","2019-11-22+17:05:38",
"","lilhuddy","4742841","9462","285260885","5152","3","0","2019-11-21+17:05:38",
"","lilhuddy","4725091","9455","284072901","5148","2.84","0","2019-11-20+17:05:38",
"","lilhuddy","4678355","9455","281132392","5137","0","0","2019-11-17+18:45:01",
"","lilhuddy","4660527","9454","279941418","5134","0","0","2019-11-16+23:53:31",
"","lilhuddy","4642699","9453","278750444","5132","0","0","2019-11-15+23:53:31",
"","lilhuddy","4624871","9453","277559471","5130","0","0","2019-11-14+23:53:31",
"","lilhuddy","4584250","9453","275092116","5120","0","0","2019-11-12+12:03:01",
"","lilhuddy","4563215","9427","273920212","5116","0","0","2019-11-11+19:14:01",
"","lilhuddy","4542180","9401","272748308","5112","0","0","2019-11-10+19:14:01",
"","lilhuddy","4521145","9376","271576404","5109","0","0","2019-11-09+19:14:01",
"","lilhuddy","4500110","9350","270404500","5105","0","0","2019-11-08+19:14:01",
"","lilhuddy","4479075","9325","269232596","5102","0","0","2019-11-07+19:14:01",
"","lilhuddy","4452513","9326","268139619","5100","0","0","2019-11-06+06:50:01",
"","lilhuddy","4438294","4438294","267426620","5097","0","0","2019-11-05+15:49:01",
"","lilhuddy","4414296","9326","265970106","5094","0","0","2019-11-04+09:48:01",
"","lilhuddy","4399241","4399241","264850633","5090","0","0","2019-11-03+18:43:01",
"","lilhuddy","4362361","9249","262657720","5085","0","0","2019-11-02+12:38:01",
"","lilhuddy","4347691","9181","261663739","5083","0","0","2019-11-01+21:26:46",
